arm_id,p_wallplug_heat_MW,R,a,I_coil_A,n_e0,T_i0_keV,eta_source_heat,tau_ratio_ash,reason,source,p_net_MW,p_net_is_complex,p_coupled_MW,p_aux_required_MW,tau_E_s,p_rad_MW,committed_excluded,committed_case_id,class_vs_committed
arm-fence-p100,100.0,11.2,2.2,18000000.0,4.554e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,11.2,2.2,18000000.0,5.06e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,11.2,2.2,18000000.0,3.542e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,11.2,2.2,18000000.0,4.048e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,11.2,2.2,18000000.0,4.554e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,11.2,2.2,18000000.0,5.06e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,12.7,2.2,18000000.0,5.06e+20,13.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-fence-p100,100.0,12.7,2.2,18000000.0,4.554e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c1160,committed_executed_now_excluded
arm-fence-p100,100.0,12.7,2.2,18000000.0,5.06e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,12.7,2.2,18000000.0,4.554e+20,16.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c1164,committed_executed_now_excluded
arm-fence-p100,100.0,12.7,2.2,18000000.0,5.06e+20,16.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,12.7,2.2,18000000.0,4.554e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c1168,committed_executed_now_excluded
arm-fence-p100,100.0,12.7,2.2,18000000.0,5.06e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-fence-p100,100.0,12.7,2.2,18000000.0,4.554e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c1172,committed_executed_now_excluded
arm-fence-p100,100.0,12.7,2.2,18000000.0,5.06e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.3,13000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,14000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,14000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,14000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.3,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,15000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,15000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.3,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,16000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,16000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.3,18000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,18000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,18000000.0,4.048e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.3,18000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.3,18000000.0,3.542e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3051,committed_executed_now_excluded
arm-search-p220,220.0,11.2,1.3,18000000.0,3.036e+20,16.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.5,13000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,14000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,16000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,16000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.5,18000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,18000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.5,18000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.7,14000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.7,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.7,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.7,18000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.7,18000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.7,18000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,1.8,14000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.8,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.8,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.8,18000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.8,18000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,1.8,18000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.0,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.0,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.0,18000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.0,18000000.0,3.542e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.0,18000000.0,5.06e+20,13.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.0,18000000.0,3.036e+20,14.63,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.0,18000000.0,4.554e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3447,committed_executed_now_excluded
arm-search-p220,220.0,11.2,2.0,18000000.0,5.06e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.0,18000000.0,4.554e+20,16.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3451,committed_executed_now_excluded
arm-search-p220,220.0,11.2,2.0,18000000.0,5.06e+20,16.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.0,18000000.0,4.554e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3455,committed_executed_now_excluded
arm-search-p220,220.0,11.2,2.0,18000000.0,5.06e+20,17.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.0,18000000.0,4.554e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3459,committed_executed_now_excluded
arm-search-p220,220.0,11.2,2.0,18000000.0,5.06e+20,18.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.2,15000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.2,16000000.0,3.036e+20,13.0,0.5,8.0,"TypeError: float() argument must be a string or a real number, not 'complex'","oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.2,16000000.0,5.06e+20,13.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,,not_proposed_by_committed
arm-search-p220,220.0,11.2,2.2,16000000.0,4.554e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3523,committed_executed_now_excluded
arm-search-p220,220.0,11.2,2.2,16000000.0,5.06e+20,14.63,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,True,,excluded_in_both
arm-search-p220,220.0,11.2,2.2,16000000.0,4.554e+20,16.0,0.5,8.0,RuntimeError: oracle sustainment: non-positive fuel,"oracle (verify_stellaris via oracle_entry), pre-screen before execution",,False,,,,,False,20260904-wall-and-heating:c3527,committed_executed_now_excluded
